2	09:15	27.182
2	09:20	29.054
2	09:25	28.768
2	09:30	25.051
2	09:35	30.196
2	09:40	28.237
2	09:45	26.745
2	09:50	27.903
2	09:55	28.099
2	10:00	28.419
2	10:05	27.272
2	10:10	26.32
2	10:15	28.523
2	10:20	28.216
2	10:25	28.301
2	10:30	27.607
2	10:35	27.875
2	10:40	28.153
2	10:45	27.681
2	10:50	26.914
2	10:55	27.257
2	11:00	28.502
2	11:05	27.973
2	11:10	28.652
2	11:15	27.68
2	11:20	26.541
2	11:25	26.638
2	11:30	28.561
2	11:35	28.654
2	11:40	27.819
2	11:45	27.021
2	11:50	28.306
2	11:55	27.633
2	12:00	29.382
2	12:05	28.776
2	12:10	28.435
2	12:15	29.361
2	12:20	28.45
2	12:25	26.672
2	12:30	25.569
2	12:35	24.846
2	12:40	26.693
2	12:45	26.788
2	12:50	28.385
2	12:55	28.287
2	13:00	27.77
2	13:05	27.767
2	13:10	26.409
2	13:15	27.893
2	13:20	26.58
2	13:25	26.297
2	13:30	28.607
2	13:35	28.799
2	13:40	29.018
2	13:45	28.235
2	13:50	30.081
2	13:55	29.406
2	14:00	27.219
2	14:05	27.569
2	14:10	29.459
2	14:15	27.405
2	14:20	27.194
2	14:25	28.318
2	14:30	29.511
2	14:35	28.712
2	14:40	27.062
2	14:45	27.882
2	14:50	28.589
2	14:55	27.381
2	15:00	27.964
2	15:05	28.222
2	15:10	29.24
2	15:15	30.693
2	15:20	29.935
2	15:25	27.888
2	15:30	25.629
2	15:35	27.951
2	15:40	29.229
2	15:45	29.947
2	15:50	28.797
2	15:55	29.107
2	16:00	27.365
2	16:05	27.992
2	16:10	28.267
2	16:15	29.689
2	16:20	27.835
2	16:25	28.71
2	16:30	29.162
2	16:35	27.317
2	16:40	28.429
2	16:45	26.587
2	16:50	25.755
2	16:55	26.454
2	17:00	25.12
2	17:05	26.004
2	17:10	27.04
2	17:15	28.045
2	17:20	28.818
2	17:25	28.833
2	17:30	27.772
2	17:35	29.769
2	17:40	28.247
2	17:45	27.502
2	17:50	27.684
2	17:55	27.268
2	18:00	26.858
2	18:05	28.536
2	18:10	25.741
2	18:15	26.519
2	18:20	26.359
2	18:25	25.719
2	18:30	25.776
2	18:35	28.64
2	18:40	24.531
2	18:45	25.361
2	18:50	26.725
2	18:55	29.062
2	19:00	27.987
2	19:05	28.655
2	19:10	30.071
2	19:15	27.115
2	19:20	28.403
2	19:25	28.153
2	19:30	29.249
2	19:35	28.026
2	19:40	28.14
2	19:45	27.988
2	19:50	29.661
2	19:55	29.188
2	20:00	28.896
2	20:05	28.312
2	20:10	26.43
2	20:15	28.267
2	20:20	30.067
2	20:25	30.191
2	20:30	29.104
2	20:35	28.492
2	20:40	29.913
2	20:45	26.354
2	20:50	30.014
2	20:55	25.695
2	21:00	28.053
2	21:05	28.704
2	21:10	29.981
2	21:15	30.92
2	21:20	31.41
2	21:25	28.933
2	21:30	30.246
2	21:35	28.738
2	21:40	28.435
2	21:45	29.779
2	21:50	27.362
2	21:55	27.521
2	22:00	29.122
2	22:05	30.49
2	22:10	27.707
2	22:15	28.298
2	22:20	29.816
2	22:25	30.704
2	22:30	29.823
2	22:35	29.944
2	22:40	31.51
2	22:45	31.248
2	22:50	31.43
2	22:55	28.589
2	23:00	28.545
2	23:05	30.912
2	23:10	30.463
2	23:15	29.007
2	23:20	30.33
2	23:25	30.978
2	23:30	30.404
2	23:35	29.732
2	23:40	30.62
2	23:45	30.513
2	23:50	32.119
2	23:55	30.231
2	00:00	28.796
2	00:05	29.85
2	00:10	29.488
2	00:15	29.683
2	00:20	31.326
2	00:25	30.803
2	00:30	31.513
2	00:35	32.506
2	00:40	31.67
2	00:45	31.011
2	00:50	28.724
2	00:55	32.369
2	01:00	30.62
2	01:05	30.703
2	01:10	31.085
2	01:15	31.57
2	01:20	32.492
2	01:25	31.884
2	01:30	31.579
2	01:35	33.367
2	01:40	33.045
2	01:45	31.124
2	01:50	32.443
2	01:55	32.189
2	02:00	31.788
2	02:05	33.146
2	02:10	33.383
2	02:15	31.931
2	02:20	31.479
2	02:25	32.811
2	02:30	33.131
2	02:35	32.203
2	02:40	32.18
2	02:45	32.957
2	02:50	32.531
2	02:55	32.547
2	03:00	32.279
2	03:05	31.802
2	03:10	32.35
2	03:15	32.299
2	03:20	32.43
2	03:25	32.254
2	03:30	32.039
2	03:35	33.07
2	03:40	32.682
2	03:45	31.901
2	03:50	32.186
2	03:55	32.414
2	04:00	32.955
2	04:05	32.646
2	04:10	32.732
2	04:15	31.983
2	04:20	31.859
2	04:25	32.35
2	04:30	32.023
2	04:35	32.281
2	04:40	30.916
2	04:45	33.018
2	04:50	32.996
2	04:55	32.162
2	05:00	31.452
2	05:05	31.082
2	05:10	31.728
2	05:15	28.904
2	05:20	27.979
2	05:25	28.3
2	05:30	31.216
2	05:35	30.972
2	05:40	28.876
2	05:45	28.061
2	05:50	28.828
2	05:55	25.217
2	06:00	27.162
2	06:05	28.988
2	06:10	27.297
2	06:15	27.261
2	06:20	27.772
2	06:25	26.226
2	06:30	26.291
2	06:35	27.278
2	06:40	27.247
2	06:45	26.106
2	06:50	25.313
2	06:55	25.733
2	07:00	26.386
2	07:05	26.483
2	07:10	28.363
2	07:15	26.549
2	07:20	24.637
2	07:25	24.553
2	07:30	25.859
2	07:35	23.476
2	07:40	25.865
2	07:45	28.229
2	07:50	28.528
2	07:55	28.708
2	08:00	30.877
2	08:05	28.29
2	08:10	26.812
2	08:15	27.717
2	08:20	28.592
2	08:25	25.467
2	08:30	26.829
2	08:35	26.137
2	08:40	26.671
2	08:45	27.112
2	08:50	27.698
2	08:55	27.097
2	09:00	26.784
2	09:05	25.85
2	09:10	27.345
2	09:15	25.361
2	09:20	25.382
2	09:25	27.593
2	09:30	28.602
2	09:35	29.146
2	09:40	27.48
2	09:45	28.177
2	09:50	26.285
2	09:55	26.312
2	10:00	26.07
2	10:05	24.712
2	10:10	26.868
2	10:15	26.17
2	10:20	28.116
2	10:25	27.356
2	10:30	26.551
2	10:35	26.792
2	10:40	28.647
2	10:45	26.362
2	10:50	26.945
2	10:55	27.684
2	11:00	27.76
2	11:05	28.271
2	11:10	28.541
2	11:15	26.941
2	11:20	28.348
2	11:25	27.078
2	11:30	27.421
2	11:35	27.333
2	11:40	25.069
2	11:45	25.227
2	11:50	25.587
2	11:55	25.852
2	12:00	28.069
2	12:05	26.647
2	12:10	28.681
2	12:15	29.329
2	12:20	26.554
2	12:25	28.688
2	12:30	28.046
2	12:35	27.817
2	12:40	27.121
2	12:45	26.697
2	12:50	27.376
2	12:55	26.58
2	13:00	27.308
2	13:05	26.067
2	13:10	26.233
2	13:15	27.729
2	13:20	26.918
2	13:25	29.06
2	13:30	28.195
2	13:35	29.001
2	13:40	28.589
2	13:45	26.877
2	13:50	29.506
2	13:55	29.114
2	14:00	30.044
2	14:05	30.398
2	14:10	27.037
2	14:15	28.318
2	14:20	26.693
2	14:25	28.578
2	14:30	28.691
2	14:35	28.765
2	14:40	28.516
2	14:45	26.95
2	14:50	26.582
2	14:55	28.73
2	15:00	29.611
2	15:05	27.249
2	15:10	28.385
2	15:15	27.946
2	15:20	30.132
2	15:25	27.801
2	15:30	29.479
2	15:35	28.71
2	15:40	28.138
2	15:45	27.906
2	15:50	28.037
2	15:55	27.849
2	16:00	28.868
2	16:05	29.647
2	16:10	26.774
2	16:15	25.929
